app,campaign_network,adgroup_network,day,installs,ecpi,cost,all_revenue,roas_d0,roas_d1,roas_d2,roas_d3,roas_d4,roas_d5,roas_d6,roas_d7,roas_d14,roas_d21,roas_d30,roas_d45
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,dXhVZFNTSlBtVUFq,2025-05-07,0,0.0,0.0,30.9703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,MTg2Njl8,2025-05-07,0,0.0,0.0,0.4465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,unknown,2025-05-07,0,0.0,0.0,14.0564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,dXhVZFNTSlBtVUFq,2025-05-08,128,2.0,226.0,30.0199,0.0845,0.1279,0.1655,0.2062,0.2435,0.2793,0.3093,0.3331,0.5053,0.7024,0.8933,1.0015
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,SIE_dXhVZFNTSlBtVUFq,2025-05-08,93,2.0,166.0,144.3324,0.1939,0.259,0.3197,0.3676,0.4462,0.4935,0.5229,0.5849,0.6886,0.7951,0.8952,0.9246
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,LV9UVnNKZTY4WjZW,2025-05-08,23,2.0,36.0,222.2236,0.3353,0.4968,0.6191,0.7042,0.7934,0.8253,0.8755,0.9198,1.2277,1.4335,1.7791,2.0027
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,LV9UVnNKZTY4WjZW,2025-05-08,6,2.0,12.0,22.5735,0.1504,0.2568,0.326,0.3786,0.5066,0.5805,0.7116,0.8903,1.2337,1.3564,1.5406,1.5406
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-08,3,2.0,6.0,17.477,0.2603,0.4466,0.5199,0.5948,0.5995,0.6087,0.627,0.6619,0.7334,0.747,0.747,0.747
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-08,1,2.0,2.0,88.8102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,dXhVZFNTSlBtVUFq,2025-05-08,0,0.0,0.0,32.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,MTg2Njl8,2025-05-08,0,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,unknown,2025-05-08,0,0.0,0.0,10.7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,dXhVZFNTSlBtVUFq,2025-05-09,136,2.0,242.0,40.1371,0.0946,0.1298,0.1777,0.2142,0.2453,0.2808,0.3224,0.3614,0.573,0.7275,0.8807,0.9892
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,LV9UVnNKZTY4WjZW,2025-05-09,114,2.0,200.0,65.8849,0.3724,0.4706,0.5285,0.5572,0.5774,0.5953,0.6218,0.6629,0.787,0.8769,0.9545,0.996
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,SIE_dXhVZFNTSlBtVUFq,2025-05-09,83,2.0,156.0,132.899,0.0743,0.1014,0.1164,0.1306,0.143,0.163,0.1804,0.1913,0.2648,0.2888,0.3245,0.3663
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,LV9UVnNKZTY4WjZW,2025-05-09,68,2.0,130.0,216.0833,0.3836,0.5078,0.6399,0.7124,0.7826,0.8508,0.8974,0.9288,1.1536,1.4345,1.5964,1.6508
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-09,3,2.0,4.0,22.3516,0.664,0.6786,0.8131,0.8131,0.8131,0.8829,0.8829,0.8829,0.8829,0.9148,0.9148,0.9148
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-09,2,2.0,4.0,81.6731,0.0129,0.0819,0.0882,0.0882,0.0882,0.0882,0.1136,0.1136,0.1906,0.1906,0.1906,0.1906
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,dXhVZFNTSlBtVUFq,2025-05-09,0,0.0,0.0,29.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,MTg2Njl8,2025-05-09,0,0.0,0.0,0.1519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,unknown,2025-05-09,0,0.0,0.0,24.8334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,dXhVZFNTSlBtVUFq,2025-05-10,119,2.0,214.0,45.3838,0.1008,0.1536,0.2,0.2423,0.2748,0.3094,0.34,0.3689,0.5794,0.7625,0.9614,1.0496
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,SIE_dXhVZFNTSlBtVUFq,2025-05-10,96,2.0,164.0,134.5984,0.1222,0.1651,0.2025,0.2443,0.2851,0.314,0.363,0.3876,0.4725,0.5583,0.6353,0.6601
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,LV9UVnNKZTY4WjZW,2025-05-10,56,2.0,108.0,237.6214,0.2665,0.4275,0.5327,0.5869,0.6626,0.7627,0.8114,0.849,1.1555,1.4154,1.743,1.7615
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,LV9UVnNKZTY4WjZW,2025-05-10,18,2.0,32.0,59.2791,0.4092,0.4745,0.5512,0.5845,0.6221,0.6481,0.701,0.8252,1.0262,1.0835,1.1284,1.1284
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-10,4,2.0,8.0,78.313,0.162,0.21,0.3665,0.4009,0.4323,0.4573,0.4573,0.4784,0.5183,0.5183,0.5183,0.5183
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-10,1,2.0,2.0,10.114,0.4314,0.4314,0.4314,0.4314,0.4314,0.4314,0.4314,0.4314,0.6396,0.7512,0.7512,0.7904
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,dXhVZFNTSlBtVUFq,2025-05-10,0,0.0,0.0,19.7919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,MTg2Njl8,2025-05-10,0,0.0,0.0,0.1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,unknown,2025-05-10,0,0.0,0.0,16.2707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,dXhVZFNTSlBtVUFq,2025-05-11,125,2.0,226.0,57.3743,0.085,0.1279,0.1613,0.1869,0.2151,0.2326,0.2539,0.2827,0.4119,0.563,0.7024,0.7945
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,SIE_dXhVZFNTSlBtVUFq,2025-05-11,95,2.0,166.0,146.7722,0.2191,0.2722,0.3155,0.3569,0.3806,0.4154,0.4503,0.4708,0.5933,0.6429,0.6971,0.7136
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,LV9UVnNKZTY4WjZW,2025-05-11,40,2.0,78.0,209.31,0.2999,0.3978,0.4764,0.528,0.5662,0.5878,0.6096,0.681,0.9267,1.0071,1.1255,1.1627
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,LV9UVnNKZTY4WjZW,2025-05-11,14,2.0,22.0,44.6692,0.2699,0.3654,0.4037,0.4633,0.4841,0.4891,0.4927,0.4996,0.5672,0.6249,0.7514,0.7514
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-11,2,2.0,4.0,17.7652,0.8552,0.9242,0.9242,0.9557,1.3996,1.4359,1.4359,1.4359,1.4359,1.4359,1.4359,1.4486
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-11,1,0.0,0.0,68.1823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,dXhVZFNTSlBtVUFq,2025-05-11,0,0.0,0.0,15.0821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,MTg2Njl8,2025-05-11,0,0.0,0.0,0.0442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,unknown,2025-05-11,0,0.0,0.0,24.6491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,dXhVZFNTSlBtVUFq,2025-05-12,132,2.0,228.0,61.9923,0.082,0.1153,0.1393,0.1585,0.1786,0.2049,0.231,0.2552,0.4545,0.5867,0.7423,0.8621
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,SIE_dXhVZFNTSlBtVUFq,2025-05-12,90,2.0,156.0,134.069,0.1454,0.1975,0.258,0.3011,0.3341,0.3961,0.4287,0.4596,0.608,0.7339,0.8471,0.89
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,LV9UVnNKZTY4WjZW,2025-05-12,32,2.0,60.0,200.305,0.2722,0.3862,0.4595,0.5155,0.5603,0.5854,0.6248,0.6541,0.851,1.0012,1.1458,1.2346
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,LV9UVnNKZTY4WjZW,2025-05-12,6,2.0,10.0,27.5535,0.2063,0.2974,0.3303,0.3303,0.3415,0.3415,0.3415,0.3441,0.3998,0.3998,0.4286,0.4286
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-12,2,2.0,4.0,9.5454,0.3604,0.5107,0.5664,0.9312,1.053,1.15,1.2029,1.2029,1.4798,1.8648,1.9804,1.9804
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-12,0,0.0,0.0,56.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,dXhVZFNTSlBtVUFq,2025-05-12,0,0.0,0.0,18.1425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,MTg2Njl8,2025-05-12,0,0.0,0.0,0.8628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,unknown,2025-05-12,0,0.0,0.0,6.1173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,SIE_dXhVZFNTSlBtVUFq,2025-05-13,85,2.0,158.0,133.6075,0.1597,0.2688,0.3237,0.3998,0.4465,0.528,0.6297,0.7127,1.0654,1.2103,1.3289,1.4112
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,LV9UVnNKZTY4WjZW,2025-05-13,45,2.0,76.0,205.6337,0.3631,0.5336,0.6854,0.831,0.9318,0.9898,1.1292,1.1777,1.6389,1.8599,2.1552,2.2515
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,LV9UVnNKZTY4WjZW,2025-05-13,12,2.0,24.0,23.4462,0.1278,0.1923,0.227,0.27,0.2946,0.3009,0.3022,0.3022,0.3492,0.3784,0.3885,0.4185
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,dXhVZFNTSlBtVUFq,2025-05-13,4,2.0,8.0,48.9281,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0183,0.0183,0.0183
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-13,2,2.0,2.0,13.5869,1.8314,2.0308,2.0308,2.0308,2.1081,2.1081,2.1081,2.118,2.118,2.118,2.118,2.118
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-13,0,0.0,0.0,64.2312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,dXhVZFNTSlBtVUFq,2025-05-13,0,0.0,0.0,24.7641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,MTg2Njl8,2025-05-13,0,0.0,0.0,0.0919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,unknown,2025-05-13,0,0.0,0.0,18.3096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,SIE_dXhVZFNTSlBtVUFq,2025-05-14,95,2.0,166.0,142.3849,0.1675,0.2378,0.3036,0.343,0.3862,0.4377,0.4842,0.5469,0.6998,0.7891,0.868,0.9286
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,LV9UVnNKZTY4WjZW,2025-05-14,37,2.0,64.0,167.628,0.3537,0.4515,0.5525,0.614,0.6747,0.7446,0.8122,0.8624,1.2319,1.442,1.552,1.5763
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,dXhVZFNTSlBtVUFq,2025-05-14,3,2.0,6.0,41.3403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,LV9UVnNKZTY4WjZW,2025-05-14,3,2.0,6.0,21.1123,0.2057,0.2377,0.3991,0.4509,0.4509,0.4509,0.4509,0.4509,0.4509,0.4509,0.4509,0.4509
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-14,2,2.0,4.0,10.4593,0.5297,0.608,0.7295,0.8228,0.8228,0.8689,0.9496,0.9496,1.0777,1.2775,1.3157,1.3157
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-14,1,2.0,2.0,63.5961,0.8896,0.9614,1.1525,1.1525,1.1525,1.1525,1.1525,1.1525,1.1525,1.1525,1.1525,1.1525
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,dXhVZFNTSlBtVUFq,2025-05-14,0,0.0,0.0,18.6414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,MTg2Njl8,2025-05-14,0,0.0,0.0,0.2123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,unknown,2025-05-14,0,0.0,0.0,9.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,SIE_dXhVZFNTSlBtVUFq,2025-05-15,91,2.0,166.0,128.8562,0.1134,0.1764,0.2284,0.258,0.2945,0.3231,0.3628,0.3837,0.4729,0.5388,0.6269,0.6789
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,LV9UVnNKZTY4WjZW,2025-05-15,17,2.0,28.0,154.6142,0.2786,0.3759,0.4316,0.479,0.5686,0.6709,0.6986,0.7218,0.8528,0.9899,1.1994,1.2164
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,LV9UVnNKZTY4WjZW,2025-05-15,4,2.0,6.0,21.9623,0.5851,0.6438,0.7925,1.0705,1.1866,1.2617,1.5856,1.6418,2.1974,2.1974,2.1974,2.1974
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-15,2,2.0,4.0,9.6547,0.6115,0.6317,0.9752,0.9752,0.9752,0.9752,0.9752,0.9752,0.9772,0.9876,0.9876,0.9876
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,dXhVZFNTSlBtVUFq,2025-05-15,0,0.0,0.0,39.3079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-15,0,0.0,0.0,51.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,dXhVZFNTSlBtVUFq,2025-05-15,0,0.0,0.0,16.5785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,MTg2Njl8,2025-05-15,0,0.0,0.0,0.5175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,unknown,2025-05-15,0,0.0,0.0,5.2735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,SIE_dXhVZFNTSlBtVUFq,2025-05-16,87,2.0,166.0,148.231,0.1313,0.1926,0.2447,0.2701,0.2949,0.329,0.37,0.3891,0.4546,0.4992,0.5612,0.5913
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,LV9UVnNKZTY4WjZW,2025-05-16,17,2.0,32.0,145.0654,0.1011,0.1569,0.2298,0.2968,0.3382,0.3798,0.4255,0.4694,0.6212,0.8497,0.9163,0.9163
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,LV9UVnNKZTY4WjZW,2025-05-16,6,2.0,6.0,22.5062,0.139,0.153,0.1922,0.2462,0.3066,0.3381,0.3871,0.3942,0.4595,0.4768,0.518,0.547
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-16,1,2.0,2.0,6.617,0.3323,0.3323,0.3323,0.3323,0.3323,0.3323,0.3323,0.3323,0.3323,0.3323,0.3323,0.3323
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,dXhVZFNTSlBtVUFq,2025-05-16,0,0.0,0.0,36.4016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-16,0,0.0,0.0,41.4609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,dXhVZFNTSlBtVUFq,2025-05-16,0,0.0,0.0,19.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,MTg2Njl8,2025-05-16,0,0.0,0.0,0.2338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,unknown,2025-05-16,0,0.0,0.0,4.5501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,SIE_dXhVZFNTSlBtVUFq,2025-05-17,88,2.0,162.0,130.8041,0.17,0.2282,0.271,0.3274,0.3742,0.3912,0.4334,0.4624,0.5485,0.6536,0.709,0.7428
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,LV9UVnNKZTY4WjZW,2025-05-17,22,2.0,40.0,132.0114,0.1885,0.2379,0.2944,0.3161,0.3459,0.3792,0.4335,0.455,0.5898,0.6298,0.6866,0.7131
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,LV9UVnNKZTY4WjZW,2025-05-17,10,2.0,20.0,22.3318,0.1789,0.2461,0.3224,0.3867,0.4485,0.4639,0.4683,0.4807,0.6018,0.6638,0.6761,0.6761
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-17,1,2.0,2.0,44.0658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-17,1,2.0,2.0,10.9888,0.4386,0.4386,0.69,0.69,0.7336,0.7604,0.7604,0.7604,0.7604,0.7686,0.7686,0.7686
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,dXhVZFNTSlBtVUFq,2025-05-17,0,0.0,0.0,35.1933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,dXhVZFNTSlBtVUFq,2025-05-17,0,0.0,0.0,13.9944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,MTg2Njl8,2025-05-17,0,0.0,0.0,0.1109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,unknown,2025-05-17,0,0.0,0.0,4.7107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,SIE_dXhVZFNTSlBtVUFq,2025-05-18,90,2.0,170.0,147.474,0.1718,0.2197,0.2578,0.2917,0.3223,0.3674,0.3992,0.4301,0.5766,0.6511,0.7201,0.7391
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,LV9UVnNKZTY4WjZW,2025-05-18,27,2.0,48.0,109.9509,0.3443,0.4862,0.5745,0.6564,0.748,0.9261,1.0212,1.1325,1.5393,2.043,2.4956,2.6317
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,LV9UVnNKZTY4WjZW,2025-05-18,6,2.0,12.0,24.7838,0.1478,0.2358,0.2663,0.3045,0.3259,0.3854,0.4336,0.5358,0.7285,0.7719,0.9502,0.9502
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,dXhVZFNTSlBtVUFq,2025-05-18,0,0.0,0.0,38.7172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBN OP - Android,OP_AOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-18,0,0.0,0.0,33.8781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,dXhVZFNTSlBtVUFq,2025-05-18,0,0.0,0.0,14.2634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,LV9UVnNKZTY4WjZW,2025-05-18,0,0.0,0.0,6.1274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,MTg2Njl8,2025-05-18,0,0.0,0.0,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - iOS,FD_IOS_PT_CPI_REG_CNTUS_20250401_Incent,unknown,2025-05-18,0,0.0,0.0,7.6264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTD - Android,FD_AOS_PT_CPI_REG_CNTUS_20250312_Incent_15-65-150-400-900-1900,SIE_dXhVZFNTSlBtVUFq,2025-05-19,93,2.0,172.0,136.7257,0.1113,0.1456,0.1802,0.2164,0.2533,0.2893,0.3138,0.3378,0.4266,0.4847,0.5422,0.602
JPC - Android,JPC_AOS_PT_CPI_REG_CNTUS_20250401_Incent_SAP,LV9UVnNKZTY4WjZW,2025-05-19,23,2.0,38.0,126.7955,0.1886,0.2498,0.3247,0.3535,0.3535,0.4463,0.4688,0.4789,0.5669,0.6177,0.6292,0.6292
